Facility_ID,Facility_Name,Address,City,State,County_Name,ZIP_Code,Phone_Number,Pct_Catheter_Associated_Urinary_Tract_Infections,Pct_Central_Line_Associated_Bloodstream_Infections,Pct_Clostridium_Difficile_CDiff_Infections,Pct_MRSA_Bacteremia_Infections,Pct_Abdominal_Hysterectomy_Infections,Pct_SSI_Colon_Surgery_Infections,Pct_Hospital_Acquired_Infections,Catheter_Associated_Urinary_Tract_Infections_Numerator,Catheter_Associated_Urinary_Tract_Infections_Denominator,Central_Line_Associated_Bloodstream_Infection_Numerator,Central_Line_Associated_Bloodstream_Infection_Denominator,Clostridium_Difficile_CDiff_Numerator,Clostridium_Difficile_CDiff_Denominator,MRSA_Bacteremia_Numerator,MRSA_Bacteremia_Denominator,SSI_Abdominal_Hysterectomy_Numerator,SSI_Abdominal_Hysterectomy_Denominator,SSI_Colon_Surgery_Numerator,SSI_Colon_Surgery_Denominator,Total_Numerator,Total_Denominator
670053,ST LUKE'S SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,TX,Fort Bend,77478,(281) 637-7000,0.14%,0.00%,0.02%,0.00%,0.00%,0.00%,0.02%,4,2916,0,3733,5,20199,0,22594,0,51,0,23,9,49516
670049,NORTH CENTRAL SURGICAL CENTER LLP,9301 NORTH CENTRAL EXPRESSWAY SUITE 100,DALLAS,TX,Dallas,75231,(214) 265-2810,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1126,0,55,0,3315,0,3315,0,21,0,0,0,7832
670047,THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,3280 JOE BATTLE BLVD,EL PASO,TX,El Paso,79938,(915) 856-7349,0.18%,0.11%,0.02%,0.00%,0.00%,0.00%,0.03%,15,8342,10,8837,10,56888,1,61455,0,46,0,65,36,135633
670044,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,Rockwall,75032,(469) 698-1000,0.00%,0.00%,0.03%,0.00%,0.40%,1.12%,0.02%,0,680,0,673,4,12581,0,14067,1,253,1,89,6,28343
670043,CEDAR PARK REGIONAL MEDICAL CENTER,1401 MEDICAL PARKWAY,CEDAR PARK,TX,Williamson,78613,(512) 528-7000,0.00%,0.09%,0.02%,0.01%,0.76%,0.00%,0.02%,0,2096,2,2184,4,17639,2,18199,1,131,0,51,9,40300
670041,ASCENSION SETON WILLIAMSON,201 SETON PARKWAY,ROUND ROCK,TX,Williamson,78664,(512) 324-0000,0.13%,0.03%,0.05%,0.00%,3.70%,1.85%,0.03%,6,4547,2,6802,18,38120,1,38201,1,27,2,108,30,87805
670034,BAYLOR SCOTT & WHITE MEDICAL CENTER - ROUND ROCK,300 UNIVERSITY BLVD,ROUND ROCK,TX,Williamson,78664,(512) 509-0100,0.00%,0.05%,0.04%,0.01%,0.00%,2.20%,0.03%,0,2894,1,2053,19,45532,3,47609,0,59,2,91,25,98238
670031,CHI ST LUKE'S PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,Harris,77505,(281) 487-0700,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.01%,0,4815,0,3327,4,25665,0,25665,0,11,0,18,4,59501
670025,BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,1100 ALLIED DRIVE,PLANO,TX,Collin,75093,(469) 814-3278,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,0,0,0,0,4,36119,1,36119,0,0,0,0,5,72238
670023,METHODIST MANSFIELD MEDICAL CENTER,2700 E BROAD STREET,MANSFIELD,TX,Tarrant,76063,(682) 622-2059,0.03%,0.11%,0.05%,0.01%,0.00%,2.37%,0.03%,2,6833,7,6513,39,72330,5,77986,0,174,4,169,57,164005
670010,MAYHILL HOSPITAL,2809 SOUTH MAYHILL ROAD,DENTON,TX,Denton,76208,(940) 239-3000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670008,HOUSTON PHYSICIANS' HOSPITAL,333 N TEXAS AVENUE,WEBSTER,TX,Harris,77598,(281) 335-1700,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,84,0,35,0,1779,0,1779,0,0,0,0,0,3677
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, SUITE M-302",AUSTIN,TX,Travis,78746,(512) 327-0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,518,0,61,0,1943,0,1943,0,10,0,0,0,4475
670005,MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,300 KINGWOOD MEDICAL DRIVE,KINGWOOD,TX,Harris,77339,(281) 312-4000,0.00%,0.00%,0.00%,0.00%,1.18%,0.00%,0.04%,0,100,0,0,0,1032,0,1032,1,85,0,1,1,2250
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,Fayette,78945,(979) 242-2200,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,724,0,78,0,2893,0,2893,0,5,0,2,0,6595
63303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,4090 BRIARGATE PKWY,COLORADO SPRINGS,CO,El Paso,80920,(719) 305-9590,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63301,CHILDREN'S HOSPITAL COLORADO,13123 E 16TH AVE,AURORA,CO,Adams,80045,(720) 777-1234,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61344,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVENUE,CANON CITY,CO,Fremont,81212,(719) 285-2000,0.00%,0.00%,0.04%,0.00%,0.00%,5.88%,0.03%,0,458,0,408,1,2848,0,2987,0,20,1,17,2,6738
61343,KEEFE MEMORIAL HOSPITAL,602 N 6TH ST W,CHEYENNE WELLS,CO,Cheyenne,80810,(719) 767-5661,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,1100 CARSON AVE,LA JUNTA,CO,Otero,81050,(719) 383-6000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61328,PAGOSA SPRINGS MEDICAL CENTER,95 S PAGOSA BLVD,PAGOSA SPRINGS,CO,Archuleta,81147,(970) 731-3700,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61327,SOUTHWEST MEMORIAL HOSPITAL,1311 N MILDRED RD,CORTEZ,CO,Montezuma,81321,(970) 565-6666,0.00%,0.00%,0.03%,0.00%,0.00%,0.00%,0.01%,0,699,0,154,1,3129,0,3330,0,10,0,10,1,7332
61326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 W US HIGHWAY 24,WOODLAND PARK,CO,Teller,80863,(719) 687-9999,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,188,0,115,0,1664,0,1664,0,0,0,8,0,3639
61325,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,100 PIONEERS MEDICAL CENTER DR,MEEKER,CO,Rio Blanco,81641,(970) 878-5047,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,2,110,0,0,0,628,0,628,0,0,0,0,2,1366
61324,ASPEN VALLEY HOSPITAL,401 CASTLE CREEK RD,ASPEN,CO,Pitkin,81611,(970) 544-1261,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,155,0,77,0,1878,0,2333,0,6,0,7,0,4456
61323,PROWERS MEDICAL CENTER,401 KENDALL DR,LAMAR,CO,Prowers,81052,(719) 336-4343,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.04%,0,390,0,87,2,2487,0,2487,0,0,0,4,2,5455
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,1000 RUSH DR,SALIDA,CO,Chaffee,81201,(719) 530-2200,0.28%,0.00%,0.05%,0.00%,0.00%,14.29%,0.05%,1,352,0,335,2,4008,0,4008,0,8,1,7,4,8718
61321,MT SAN RAFAEL HOSPITAL,410 BENEDICTA AVE,TRINIDAD,CO,Las Animas,81082,(719) 846-9213,0.80%,0.00%,0.07%,0.00%,0.00%,20.00%,0.11%,3,373,0,31,2,2880,0,2368,0,1,1,5,6,5658
61320,GUNNISON VALLEY HOSPITAL,711 N TAYLOR ST,GUNNISON,CO,Gunnison,81230,(970) 641-1456,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,102,0,108,0,1923,0,2083,0,1,0,3,0,4220
61319,ST VINCENT GENERAL HOSPITAL DISTRICT,822 W 4TH ST,LEADVILLE,CO,Lake,80461,(719) 486-0230,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,241,0,241,0,0,0,0,0,482
61318,MIDDLE PARK MEDICAL CENTER,214 S 4TH ST,KREMMLING,CO,Grand,80459,(970) 724-3442,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,104,0,0,0,2715,0,2715,0,0,0,1,0,5535
61317,GRAND RIVER HOSPITAL DISTRICT,501 AIRPORT RD,RIFLE,CO,Garfield,81650,(970) 625-1510,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,164,0,0,0,1746,0,1746,0,0,0,1,0,3657
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,23500 US HWY 160,WALSENBURG,CO,Huerfano,81089,(719) 738-5100,0.88%,0.00%,0.09%,0.00%,0.00%,0.00%,0.09%,1,114,0,0,1,1061,0,1061,0,0,0,0,2,2236
61315,YUMA DISTRICT HOSPITAL,1000 W 8TH AVE,YUMA,CO,Yuma,80759,(970) 848-5405,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,54,0,0,0,337,0,337,0,0,0,0,0,728
61314,"MEMORIAL HOSPITAL, THE",750 HOSPITAL LOOP,CRAIG,CO,Moffat,81625,(970) 824-9411,0.21%,0.00%,0.00%,0.00%,0.00%,50.00%,0.04%,1,478,0,184,0,2227,0,2304,0,3,1,2,2,5198
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,286 16TH ST,BURLINGTON,CO,Kit Carson,80807,(719) 346-5311,2.44%,0.00%,0.09%,0.00%,0.00%,0.00%,0.08%,1,41,0,103,1,1171,0,1264,0,0,0,0,2,2579
61312,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,ESTES PARK,CO,Larimer,80517,(970) 577-4470,0.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,1,153,0,109,0,1524,0,1626,0,2,0,0,1,3414
61311,SOUTHEAST COLORADO HOSPITAL DISTRICT,373 E TENTH AVE,SPRINGFIELD,CO,Baca,81073,(719) 523-4501,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,267,0,0,0,1832,0,1832,0,0,0,0,0,3931
61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,900 CEDAR ST,JULESBURG,CO,Sedgwick,80737,(970) 474-3323,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61309,WRAY COMMUNITY DISTRICT HOSPITAL,1017 W 7TH ST,WRAY,CO,Yuma,80758,(970) 332-4811,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,1,195,0,0,0,1305,0,1472,0,2,0,0,1,2974
61308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,19021 US HIGHWAY 285,LA JARA,CO,Conejos,81140,(719) 274-5121,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,168,0,110,0,1221,0,1221,0,0,0,0,0,2720
61307,RANGELY DISTRICT HOSPITAL,225 EAGLE CREST ST,RANGELY,CO,Rio Blanco,81648,(970) 675-5011,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,116,0,116,0,0,0,0,0,232
61306,LINCOLN HEALTH HOSPITAL,111 6TH ST,HUGO,CO,Lincoln,80821,(719) 743-2421,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61305,MELISSA MEMORIAL HOSPITAL,1001 E JOHNSON ST,HOLYOKE,CO,Phillips,80734,(970) 854-2241,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,307,0,181,0,1359,0,1359,0,0,0,0,0,3206
61304,HAXTUN HOSPITAL DISTRICT,235 W FLETCHER ST,HAXTUN,CO,Phillips,80731,(970) 774-6123,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61303,EAST MORGAN COUNTY HOSPITAL,2400 W EDISON ST,BRUSH,CO,Morgan,80723,(970) 842-6222,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.02%,0,0,0,0,1,2012,0,2201,0,2,0,3,1,4218
61302,COLORADO CANYONS HOSPITAL AND MEDICAL CENTER,300 W OTTLEY AVE,FRUITA,CO,Mesa,81521,(970) 858-9871,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.02%,0,0,0,0,3,5996,0,6006,0,1,0,0,3,12003
61301,RIO GRANDE HOSPITAL,310 COUNTY ROAD 14,DEL NORTE,CO,Rio Grande,81132,(719) 657-2510,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,296,0,0,0,2473,0,2473,0,0,0,0,0,5242
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,1208 LUTHER ST,EADS,CO,Kiowa,81036,(719) 438-5401,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,11,0,0,0,7386,0,7386,0,0,0,0,0,14783
60132,UCHEALTH HIGHLANDS RANCH HOSPITAL,1500 PARK CENTRAL DR,HIGHLANDS RANCH,CO,Douglas,80129,(720) 516-1000,0.09%,0.17%,0.02%,0.00%,0.00%,4.65%,0.03%,2,2155,5,3005,3,16384,0,16869,0,73,2,43,12,38529
60131,UCHEALTH GREELEY HOSPITAL,6767 W 29TH ST,GREELEY,CO,Weld,80634,(970) 652-2000,0.00%,0.04%,0.03%,0.01%,0.00%,0.00%,0.02%,0,2055,1,2477,4,11721,1,13002,0,6,0,58,6,29319
60130,UCHEALTH GRANDVIEW HOSPITAL,5623 PULPIT PEAK VIEW,COLORADO SPRINGS,CO,El Paso,80918,(719) 272-3600,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,71,0,43,0,2351,0,2351,0,0,0,0,0,4816
60129,UCHEALTH BROOMFIELD HOSPITAL,11820 DESTINATION DR,BROOMFIELD,CO,Jefferson,80021,(303) 464-4500,0.00%,0.06%,0.02%,0.00%,0.00%,0.00%,0.02%,0,309,1,1632,1,5115,0,5460,0,0,0,0,2,12516
60128,LONGS PEAK HOSPITAL,1750 E KEN PRATT BLVD,LONGMONT,CO,Boulder,80504,(720) 718-3005,0.10%,0.05%,0.02%,0.00%,0.00%,1.64%,0.02%,2,1983,1,1894,3,13747,0,15272,0,61,1,61,7,33018
60126,BANNER FORT COLLINS MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,Larimer,80528,(970) 821-4000,0.00%,0.00%,0.07%,0.02%,0.00%,0.00%,0.04%,0,569,0,412,3,4501,1,5315,0,21,0,21,4,10839
60125,CASTLE ROCK ADVENTIST HOSPITAL,2350 MEADOWS BLVD,CASTLE ROCK,CO,Douglas,80109,(720) 455-2500,0.00%,0.00%,0.02%,0.00%,0.00%,3.03%,0.01%,0,1251,0,1159,2,11416,0,11853,0,43,1,33,3,25755
60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PL,LAKEWOOD,CO,Jefferson,80228,(720) 321-5000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1749,0,49,0,6630,0,6630,0,0,0,0,0,15058
60119,MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVE,LOVELAND,CO,Larimer,80538,(970) 624-2500,0.16%,0.04%,0.04%,0.00%,6.00%,2.97%,0.04%,12,7631,4,11173,19,47792,0,50425,3,50,6,202,44,117273
60118,ST. ANTHONY SUMMIT MEDICAL CENTER,340 PEAK ONE DR,FRISCO,CO,Summit,80443,(970) 668-3300,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,189,0,92,0,3190,0,3721,0,27,0,8,0,7227
60117,"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LN,DURANGO,CO,La Plata,81301,(970) 247-3537,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,49,0,20,0,1079,0,1079,0,15,0,2,0,2244
60116,GOOD SAMARITAN MEDICAL CENTER LLC,200 EXEMPLA CIR,LAFAYETTE,CO,Boulder,80026,(303) 689-4000,0.09%,0.11%,0.01%,0.00%,0.00%,3.08%,0.02%,5,5313,5,4384,5,46607,1,50925,0,26,7,227,23,107482
60114,PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,PARKER,CO,Douglas,80138,(303) 269-4000,0.02%,0.10%,0.04%,0.00%,0.85%,1.08%,0.03%,1,4030,4,4040,12,29782,1,33273,1,117,1,93,20,71335
60113,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",7700 S BROADWAY,LITTLETON,CO,Arapahoe,80122,(303) 730-8900,0.05%,0.00%,0.06%,0.01%,0.50%,1.08%,0.03%,2,4241,0,3867,24,38511,3,41679,1,200,1,93,31,88591
60112,SKY RIDGE MEDICAL CENTER,10101 RIDGEGATE PKWY,LONE TREE,CO,Douglas,80124,(720) 225-1000,0.10%,0.06%,0.01%,0.00%,1.04%,1.63%,0.02%,6,5815,4,6349,7,53878,1,61400,6,579,4,246,28,128267
60107,NATIONAL JEWISH HEALTH,1400 JACKSON ST,DENVER,CO,Denver,80206,(303) 388-4461,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,204,0,416,0,423,0,0,0,0,0,1043
60104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PKWY,WESTMINSTER,CO,Broomfield,80023,(720) 627-0000,0.09%,0.08%,0.03%,0.00%,2.24%,4.76%,0.03%,4,4333,4,5332,7,26191,0,26291,3,134,3,63,21,62344
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DR,LOUISVILLE,CO,Boulder,80027,(303) 673-1000,0.00%,0.00%,0.02%,0.00%,0.74%,3.70%,0.02%,0,1268,0,1054,3,12795,0,15221,1,136,2,54,6,30528
60100,AURORA SOUTH HOSPITAL AND MEDICAL CENTER,1501 S POTOMAC ST,AURORA,CO,Arapahoe,80012,(303) 873-5511,0.12%,0.08%,0.03%,0.00%,0.00%,3.67%,0.02%,10,8682,8,9811,19,74864,1,77757,0,66,4,109,42,171289
60096,VAIL HEALTH HOSPITAL,181 W MEADOW DR,VAIL,CO,Eagle,81657,(970) 476-2451,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1283,0,210,0,6516,0,7656,0,2,0,10,0,15677
60076,STERLING REGIONAL MEDCENTER,615 FAIRHURST ST,STERLING,CO,Logan,80751,(970) 522-0122,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,381,0,291,0,3772,0,4126,0,2,0,6,0,8578
60075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,Garfield,81601,(970) 945-6535,0.18%,0.10%,0.06%,0.00%,0.00%,2.17%,0.04%,3,1676,1,987,6,10441,0,13158,0,54,1,46,11,26362
60071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,DELTA,CO,Delta,81416,(970) 874-7681,0.09%,0.00%,0.08%,0.00%,0.00%,0.00%,0.04%,1,1099,0,751,4,5230,0,5488,0,10,0,41,5,12619
60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,Adams,80229,(303) 451-7800,0.08%,0.06%,0.03%,0.01%,0.00%,1.45%,0.02%,3,3914,2,3514,8,30748,2,32760,0,163,1,69,16,71168
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,Denver,80210,(303) 778-1955,0.05%,0.11%,0.02%,0.01%,0.00%,4.21%,0.03%,2,4197,6,5267,8,40952,3,40952,0,23,4,95,23,91486
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,Mesa,81505,(970) 644-3020,0.17%,0.08%,0.04%,0.00%,0.00%,3.39%,0.04%,2,1190,1,1201,4,9166,0,9976,0,135,2,59,9,21727
60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,Routt,80487,(970) 879-1322,0.00%,0.00%,0.00%,0.00%,5.26%,5.56%,0.02%,0,221,0,329,0,3722,0,4386,1,19,1,18,2,8695
60044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,Morgan,80701,(970) 867-3391,0.00%,0.00%,0.00%,0.00%,5.26%,20.00%,0.03%,0,529,0,116,0,2325,0,2735,1,19,1,5,2,5729
60034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,Arapahoe,80113,(303) 788-5000,0.06%,0.06%,0.03%,0.00%,0.99%,4.06%,0.03%,8,13079,6,9669,29,103466,4,107747,3,303,11,271,61,234535
60032,ROSE MEDICAL CENTER,4567 E 9TH AVE,DENVER,CO,Denver,80220,(303) 320-2121,0.07%,0.09%,0.01%,0.00%,0.90%,3.55%,0.02%,3,4025,4,4234,3,37379,1,50278,2,223,6,169,19,96308
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVE,COLORADO SPRINGS,CO,El Paso,80907,(719) 776-5000,0.04%,0.03%,0.02%,0.00%,1.74%,2.13%,0.02%,5,13001,3,11584,20,95611,5,110775,7,402,7,328,47,231701
60030,MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,Larimer,80538,(970) 669-4640,0.10%,0.00%,0.00%,0.00%,0.00%,1.75%,0.01%,1,1002,0,683,0,12142,0,12929,0,218,1,57,2,27031
60028,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,Denver,80218,(303) 812-2000,0.05%,0.15%,0.02%,0.00%,1.01%,2.71%,0.02%,3,6029,10,6745,14,80159,3,96883,2,199,7,258,39,190273
60027,BOULDER COMMUNITY HEALTH,4747 ARAPAHOE AVE,BOULDER,CO,Boulder,80303,(303) 415-7440,0.08%,0.11%,0.05%,0.00%,0.84%,1.72%,0.04%,3,3887,5,4755,15,31809,1,32936,1,119,2,116,27,73622
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 E 16TH AVE,AURORA,CO,Adams,80045,(720) 848-0000,0.09%,0.09%,0.04%,0.01%,1.63%,5.16%,0.04%,29,31879,36,38887,79,189950,11,212343,6,367,24,465,185,473891
60023,ST MARYS MEDICAL CENTER,2635 N 7TH ST,GRAND JUNCTION,CO,Mesa,81501,(970) 298-1950,0.06%,0.12%,0.01%,0.00%,0.00%,2.14%,0.02%,5,8344,8,6570,5,65431,1,71125,0,183,4,187,23,151840
60022,UCH-MEMORIAL HEALTH SYSTEM,1400 E BOULDER ST,COLORADO SPRINGS,CO,El Paso,80909,(719) 365-5000,0.16%,0.04%,0.02%,0.01%,0.86%,3.01%,0.03%,26,16060,7,18098,19,109047,9,116371,6,700,12,399,79,260675
60020,"PARKVIEW MEDICAL CENTER, INC",400 W 16TH ST,PUEBLO,CO,Pueblo,81003,(719) 584-4000,0.05%,0.05%,0.04%,0.01%,0.97%,1.58%,0.03%,7,12749,3,6406,29,75235,5,78107,1,103,3,190,48,172790
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 W 2ND PL,LAKEWOOD,CO,Jefferson,80228,(720) 321-0000,0.07%,0.04%,0.05%,0.01%,0.00%,1.63%,0.04%,8,12180,5,12912,36,66429,4,66429,0,15,3,184,56,158149
60014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,Denver,80218,(303) 839-6000,0.05%,0.07%,0.03%,0.00%,1.20%,5.62%,0.02%,2,3878,8,10916,17,60827,1,84238,1,83,5,89,34,160031
60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,La Plata,81301,(970) 247-4311,0.13%,0.00%,0.07%,0.01%,0.00%,2.33%,0.04%,3,2366,0,2658,11,16602,1,15621,0,65,1,43,16,37355
60012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",1008 MINNEQUA AVE,PUEBLO,CO,Pueblo,81004,(719) 557-4000,0.00%,0.28%,0.02%,0.02%,0.00%,0.00%,0.03%,0,546,1,360,2,8902,2,8902,0,0,0,41,5,18751
60011,DENVER HEALTH & HOSPITAL AUTHORITY,777 BANNOCK ST,DENVER,CO,Denver,80204,(303) 436-4927,0.27%,0.06%,0.05%,0.01%,0.00%,1.48%,0.04%,35,12985,7,11996,50,101186,7,113338,0,77,2,135,101,239717
60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,Larimer,80524,(970) 495-7000,0.16%,0.05%,0.03%,0.00%,0.55%,4.58%,0.03%,7,4369,4,8252,16,48963,0,54637,1,181,6,131,34,116533
60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,Jefferson,80033,(303) 425-4500,0.09%,0.06%,0.02%,0.01%,0.00%,2.36%,0.02%,4,4531,3,5201,10,52128,3,57489,0,138,3,127,23,119614
60008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,CO,Alamosa,81101,(719) 587-1202,0.08%,0.00%,0.00%,0.01%,4.76%,0.00%,0.02%,1,1202,0,533,0,6549,1,7114,1,21,0,5,3,15424
60006,MONTROSE MEMORIAL HOSPITAL,800 S 3RD ST,MONTROSE,CO,Montrose,81401,(970) 249-2211,0.00%,0.00%,0.07%,0.00%,0.00%,5.13%,0.04%,0,1523,0,820,5,6879,0,7526,0,23,2,39,7,16810
60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,Adams,80601,(303) 498-1600,0.07%,0.24%,0.01%,0.00%,0.00%,0.00%,0.02%,2,2732,2,828,1,12609,0,14330,0,52,0,66,5,30617
60003,LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,Boulder,80501,(303) 651-5111,0.04%,0.06%,0.05%,0.01%,0.00%,0.00%,0.03%,1,2564,2,3242,9,17582,1,19099,0,19,0,81,13,42587
60001,NORTH COLORADO MEDICAL CENTER,1801 16TH ST,GREELEY,CO,Weld,80631,(970) 810-4121,0.11%,0.01%,0.03%,0.00%,1.37%,2.84%,0.02%,7,6637,1,6975,14,48827,1,51105,1,73,4,141,28,113758
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,Sacramento,95817,(916) 453-2000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0
